Source,Relationship,Target,Count
Framework,STRUCTURED_APPROACH,Entity,1
Framework,ADHERES_TO,Entity,1
Framework,IS_COMPATIBLE_WITH,Entity,1
Framework,CONTINUOUS_IMPROVEMENT,Entity,1
Framework,REQUIRE,Entity,1
Framework,TRANSFORMED_INTO,Entity,1
Framework,PERFECTLY_POSITIONED_FOR_THE_AI_ERA,Entity,1
Framework,POSITION_AS_LEADER_IN_AI_ERA,Entity,1
Framework,INTEGRATES_WITH,Entity,1
Framework,ADAPT_TO,Entity,1
Framework,HAS_NEGATIVE_IMPACT_ON,Entity,1
Framework,ADAPT_TO,Framework,1
Framework,EMPHASIZE,Framework,1
Framework,INVOLVES,Framework,1
Framework,BASED_ON,Framework,1
Framework,DEFINES,Framework,1
Framework,IS_RELATED_TO,Framework,1
Framework,FOSTER_COLLAB,Framework,1
Framework,IS_SELF_ORG,Organization,1
Framework,INVOLVES,Role,2
Framework,INVOLVES,Team,1
Framework,IS_COMMITMENT,Value,1
Framework,IS_OPENNESS,Value,1
Framework,IS_RESPECT,Value,1
Framework,IS_FOCU,Value,1
Organization,USES,Entity,1
Organization,WIELD,Entity,1
Organization,PRIORITIZES,Entity,1
Organization,IS_CEO,Entity,1
Organization,ENHANCED_SOFTWARE_QUALITY,Entity,1
Organization,ALLOCATE,Entity,1
Role,IS_RESPONSIBLE_FOR,Artifact,2
Role,DEFINES,Artifact,1
Role,HAS_RESP,Artifact,1
Role,IS_RELATED_TO,Document,1
Role,WORKS_ON,Entity,4
Role,IS_RESPONSIBLE_FOR,Entity,2
Role,PART_OF,Entity,2
Role,TRIGGERS_LEGITIMATE_ANXIETY_FOR,Entity,2
Role,FACILITATES,Entity,2
Role,IMPACT_ON,Entity,1
Role,EXTRACTS_FROM,Entity,1
Role,ASSIGNED_TO,Entity,1
Role,PRIORITIZES,Entity,1
Role,USES,Entity,1
Role,MANAGES,Entity,1
Role,ASSIGN,Entity,1
Role,SHIFTED_MINDSET,Entity,1
Role,FLEXIBILITY,Entity,1
Role,HOLDS_POSITION,Entity,1
Role,REMOVE,Entity,1
Role,EVALUATE_THEORETICAL_KNOWLEDGE,Entity,1
Role,DISTINGUISH_GENUINE_SCRUM_MASTERS_FROM_PRETENDER,Entity,1
Role,RESPONSIBLE_FOR,Entity,1
Role,INVOLVED_IN,Entity,1
Role,REQUIRE,Entity,1
Role,PARTICIPATES_IN,Event,1
Role,FACILITAT,Event,1
Role,PART_OF,Framework,1
Role,APPLY_AND_EFFECTIVELY,Framework,1
Role,IS_NOT_EQUAL_TO,Role,1
Role,IS_LED_BY,Role,1
Role,HAS_PRODUCT_TEAM,Role,1
Role,REPORTS_TO,Role,1
Role,COLLABORATES_WITH,Role,1
Role,HAS_POSITION,Role,1
Role,LEAD,Role,1
Role,ASSIGN,Role,1
Role,BECOME,Role,1
Role,EVOLVE,Role,1
Role,DEMAND,Role,1
Role,INCLUDES,Team,1
Role,HAS_RESP_OVER,Team,1
Role,SUPPORT,Team,1
Team,CREATES,Artifact,1
Team,DELIVERS,Entity,1
Team,IMPROVE,Entity,1
Team,PARTICIPATES_IN,Entity,1
Team,DEVELOP,Entity,1
Team,PERFORM,Entity,1
Team,DEVELOPS_AND_DELIVER,Entity,1
Team,PARTICIPATES_IN,Role,1
Team,IS_DEV_TEAM,Role,1
